날짜,종가,거래량
2022-06-21,568000,180207
2022-06-20,572000,228497
2022-06-17,578000,311529
2022-06-16,584000,327560
2022-06-15,561000,199680
2022-06-14,564000,247673
2022-06-13,562000,209761
2022-06-10,583000,239123
2022-06-09,589000,401828
2022-06-08,581000,282013
2022-06-07,556000,309089
2022-06-03,585000,296215
2022-06-02,570000,426553
2022-05-31,585000,721921
2022-05-30,557000,249598
2022-05-27,550000,330735
2022-05-26,534000,240223
2022-05-25,534000,198348
2022-05-24,539000,198053
2022-05-23,543000,270359
2022-05-20,545000,531053
2022-05-19,502000,200969
2022-05-18,512000,168961
2022-05-17,505000,159223
2022-05-16,507000,140135
2022-05-13,510000,220604
2022-05-12,485500,276864
2022-05-11,520000,238476
2022-05-10,501000,449131
2022-05-09,504000,211606
2022-05-06,520000,200642
2022-05-04,518000,130210
2022-05-03,517000,161916
2022-05-02,526000,223203
2022-04-29,519000,479495
2022-04-28,502000,553556
2022-04-27,463000,283075
2022-04-26,475000,198963
2022-04-25,486000,229146
2022-04-22,486000,239523
2022-04-21,503000,110061
2022-04-20,505000,131581
2022-04-19,503000,86974
2022-04-18,500000,81451
2022-04-15,505000,79943
2022-04-14,514000,126954
2022-04-13,518000,89777
2022-04-12,505000,149845
2022-04-11,510000,111018
2022-04-08,525000,128480
2022-04-07,518000,196367
2022-04-06,530000,125060
2022-04-05,540000,225685
2022-04-04,526000,95926
2022-04-01,523000,198741
2022-03-31,532000,169611
2022-03-30,525000,175835
2022-03-29,523000,144803
2022-03-28,523000,186517
2022-03-25,526000,322408
2022-03-24,531000,523564
2022-03-23,508000,307359
2022-03-22,492000,222919
2022-03-21,490000,317216
2022-03-18,488500,559378
2022-03-17,470000,911878
2022-03-16,442000,425454
2022-03-15,439000,678296
2022-03-14,457000,617168
2022-03-11,472000,713668
2022-03-10,496500,743086
2022-03-08,503000,289591
2022-03-07,514000,454602
2022-03-04,535000,311241
2022-03-03,558000,228286
2022-03-02,555000,276155
2022-02-28,565000,351838
2022-02-25,554000,371646
2022-02-24,549000,498865
2022-02-23,589000,274373
2022-02-22,590000,473027
2022-02-21,616000,316630
2022-02-18,629000,182644
2022-02-17,640000,294891
2022-02-16,653000,380506
2022-02-15,622000,277189
2022-02-14,619000,219372
2022-02-11,633000,310519
2022-02-10,661000,694375
2022-02-09,610000,389461
2022-02-08,617000,691459
2022-02-07,639000,317108
2022-02-04,678000,217715
2022-02-03,677000,356414
2022-01-28,639000,528869
2022-01-27,610000,882032
2022-01-26,664000,374033
2022-01-25,643000,349700
2022-01-24,671000,246196
2022-01-21,694000,324652
2022-01-20,696000,450658
2022-01-19,653000,440752
2022-01-18,694000,245949
2022-01-17,707000,281141
2022-01-14,716000,319701
2022-01-13,755000,545491
2022-01-12,773000,646296
2022-01-11,734000,462973
2022-01-10,710000,549323
2022-01-07,719000,836306
2022-01-06,690000,692603
2022-01-05,664000,523345
