날짜,종가,거래량
2022-02-17,183500,767679
2022-02-16,182000,561867
2022-02-15,180500,961742
2022-02-14,176500,1380176
2022-02-11,183000,1001635
2022-02-10,185500,1280607
2022-02-09,185000,1015966
2022-02-08,184500,1150733
2022-02-07,186500,829365
2022-02-04,190000,837609
2022-02-03,191500,837241
2022-01-28,189500,1415358
2022-01-27,186500,1072651
2022-01-26,190000,1191581
2022-01-25,194500,1174185
2022-01-24,197000,659010
2022-01-21,200000,513891
2022-01-20,202000,451581
2022-01-19,200500,525014
2022-01-18,202500,580959
2022-01-17,205000,724213
2022-01-14,209000,406569
2022-01-13,210000,499094
2022-01-12,211500,470451
2022-01-11,210500,482235
2022-01-10,209500,744261
2022-01-07,215000,577852
2022-01-06,214000,866582
2022-01-05,213500,1175411
